Primary Diagnosis Code,Primary Diagnosis Code Description,all_attendances,first_appointment,first_tele,subsequent_appointment,subsequent_tele,unknown_attendance_type,total_tele,total_in_person,tele_adoption_rate,followup_ratio,unknown_rate,priority_score
S661,Injury of extensor muscle and tendon of thumb at wrist and hand level,464.0,127.0,7.0,323.0,7.0,0,14.0,450.0,0.03017241379310345,2.5,0.0,0.5621055495103373
S662,Injury of extensor muscle and tendon of other finger at wrist and hand level,2189.0,489.0,54.0,1592.0,54.0,0,108.0,2081.0,0.04933759707629054,3.0,0.0,0.3341131664853101
S663,Injury of intrinsic muscle and tendon of thumb at wrist and hand level,50.0,9.0,0.0,30.0,11.0,0,11.0,39.0,0.22,4.6,0.0,0.0
S664,Injury of intrinsic muscle and tendon of other finger at wrist and hand level,36.0,10.0,0.0,26.0,0.0,0,0.0,36.0,0.0,2.6,0.0,0.0
S665,Injury of multiple flexor muscles and tendons at wrist and hand level,8.0,0.0,0.0,8.0,0.0,0,0.0,8.0,0.0,0.0,0.0,0.0
S666,Injury of multiple extensor muscles and tendons at wrist and hand level,373.0,106.0,1.0,252.0,14.0,0,15.0,358.0,0.040214477211796246,2.5,0.0,0.0
S667,Injury of other muscles and tendons at wrist and hand level,2549.0,857.0,4.0,1590.0,98.0,0,102.0,2447.0,0.0400156924284033,2.0,0.0,0.3511697497279652
S668,Injury of unspecified muscle and tendon at wrist and hand level,1456.0,404.0,17.0,910.0,125.0,0,142.0,1314.0,0.09752747252747253,2.5,0.0,0.45296517954298154
S669,Crushing injury of thumb and other finger(s),843.0,210.0,41.0,488.0,104.0,0,145.0,698.0,0.17200474495848161,2.4,0.0,0.5970620239390643
S670,Crushing injury of other and unspecified parts of wrist and hand,190.0,57.0,3.0,124.0,6.0,0,9.0,181.0,0.04736842105263158,2.2,0.0,0.0
S678,Traumatic amputation of thumb (complete)(partial),120.0,28.0,0.0,81.0,11.0,0,11.0,109.0,0.09166666666666666,3.3,0.0,0.0
S680,Traumatic amputation of other single finger (complete)(partial),842.0,262.0,4.0,500.0,76.0,0,80.0,762.0,0.09501187648456057,2.2,0.0,0.5476332970620239
S681,Traumatic amputation of two or more fingers alone (complete)(partial),44.0,7.0,0.0,35.0,2.0,0,2.0,42.0,0.045454545454545456,5.3,0.0,0.0
S682,Traumatic amputation of hand at wrist level,47.0,4.0,0.0,42.0,1.0,0,1.0,46.0,0.02127659574468085,10.8,0.0,0.0
S684,Traumatic amputation of other parts of wrist and hand,6.0,0.0,1.0,5.0,0.0,0,1.0,5.0,0.16666666666666666,5.0,0.0,0.0
S688,"Traumatic amputation of wrist and hand, level unspecified",32.0,8.0,0.0,24.0,0.0,0,0.0,32.0,0.0,3.0,0.0,0.0
S689,Multiple injuries of wrist and hand,8.0,2.0,3.0,3.0,0.0,0,3.0,5.0,0.375,0.6,0.0,0.0
S697,Other specified injuries of wrist and hand,3104.0,1232.0,181.0,1249.0,442.0,0,623.0,2481.0,0.20070876288659795,1.2,0.0,0.5253808487486399
S698,Unspecified injury of wrist and hand,18656.0,5210.0,3355.0,8490.0,1601.0,0,4956.0,13700.0,0.26565180102915953,1.2,0.0,0.46330250272034823
S699,Contusion of hip,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
S700,Contusion of thigh,9.0,7.0,1.0,1.0,0.0,0,1.0,8.0,0.1111111111111111,0.1,0.0,0.0
S701,Multiple superficial injuries of hip and thigh,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
S707,Other superficial injuries of hip and thigh,47.0,15.0,3.0,27.0,2.0,0,5.0,42.0,0.10638297872340426,1.6,0.0,0.0
S708,"Superficial injury of hip and thigh, unspecified",66.0,15.0,5.0,37.0,9.0,0,14.0,52.0,0.21212121212121213,2.3,0.0,0.0
S709,Open wound of hip,31.0,5.0,1.0,25.0,0.0,0,1.0,30.0,0.03225806451612903,4.2,0.0,0.0
S710,Open wound of thigh,175.0,36.0,3.0,132.0,4.0,0,7.0,168.0,0.04,3.5,0.0,0.0
S711,Multiple open wounds of hip and thigh,2.0,1.0,0.0,1.0,0.0,0,0.0,2.0,0.0,1.0,0.0,0.0
S717,Open wound of other and unspecified parts of pelvic girdle,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0
S718,Fracture of neck of femur,2140.0,544.0,59.0,1382.0,155.0,0,214.0,1926.0,0.1,2.5,0.0,0.4034820457018498
S720,Pertrochanteric fracture,211.0,66.0,7.0,127.0,11.0,0,18.0,193.0,0.08530805687203792,1.9,0.0,0.0
S721,Subtrochanteric fracture,78.0,15.0,1.0,59.0,3.0,0,4.0,74.0,0.05128205128205128,3.9,0.0,0.0
S722,Fracture of shaft of femur,546.0,99.0,9.0,414.0,24.0,0,33.0,513.0,0.06043956043956044,4.1,0.0,0.5232317736670293
S723,Fracture of lower end of femur,955.0,189.0,22.0,708.0,36.0,0,58.0,897.0,0.060732984293193716,3.5,0.0,0.44621871599564744
S724,Multiple fractures of femur,3.0,0.0,0.0,3.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0
S727,Fractures of other parts of femur,6.0,0.0,2.0,4.0,0.0,0,2.0,4.0,0.3333333333333333,2.0,0.0,0.0
S728,"Fracture of femur, part unspecified",1576.0,310.0,7.0,1212.0,47.0,0,54.0,1522.0,0.03426395939086294,4.0,0.0,0.32883569096844395
S729,Dislocation of hip,339.0,67.0,5.0,237.0,30.0,0,35.0,304.0,0.10324483775811209,3.7,0.0,0.0
S730,Sprain and strain of hip,153.0,41.0,11.0,92.0,9.0,0,20.0,133.0,0.13071895424836602,1.9,0.0,0.0
S731,Injury of sciatic nerve at hip and thigh level,46.0,5.0,0.0,34.0,7.0,0,7.0,39.0,0.15217391304347827,8.2,0.0,0.0
S740,Injury of femoral nerve at hip and thigh level,13.0,4.0,1.0,6.0,2.0,0,3.0,10.0,0.23076923076923078,1.6,0.0,0.0
S741,Injury of multiple nerves at hip and thigh level,3.0,0.0,0.0,3.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0
S747,Injury of femoral artery,6.0,1.0,0.0,5.0,0.0,0,0.0,6.0,0.0,5.0,0.0,0.0
S750,Injury of muscle and tendon of hip,41.0,19.0,0.0,21.0,1.0,0,1.0,40.0,0.024390243902439025,1.2,0.0,0.0
S760,Injury of quadriceps muscle and tendon,1704.0,393.0,19.0,1264.0,28.0,0,47.0,1657.0,0.027582159624413145,3.1,0.0,0.3347116430903156
S761,Injury of adductor muscle and tendon of thigh,97.0,32.0,0.0,64.0,1.0,0,1.0,96.0,0.010309278350515464,2.0,0.0,0.0
S762,Injury of muscle and tendon of the posterior muscle group at thigh level,782.0,256.0,11.0,486.0,29.0,0,40.0,742.0,0.05115089514066496,1.9,0.0,0.5351468988030468
S763,Injury of other and unspecified muscles and tendons at thigh level,45.0,20.0,3.0,21.0,1.0,0,4.0,41.0,0.08888888888888889,1.0,0.0,0.0
S764,Injury of multiple muscles and tendons at hip and thigh level,3.0,1.0,0.0,2.0,0.0,0,0.0,3.0,0.0,2.0,0.0,0.0
S767,Crushing injury of hip,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
S770,Crushing injury of thigh,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
S771,Traumatic amputation at hip joint,5.0,1.0,0.0,4.0,0.0,0,0.0,5.0,0.0,4.0,0.0,0.0
S780,Traumatic amputation at level between hip and knee,384.0,39.0,6.0,292.0,47.0,0,53.0,331.0,0.13802083333333334,7.5,0.0,0.0
S781,Other specified injuries of hip and thigh,9.0,2.0,0.0,7.0,0.0,0,0.0,9.0,0.0,3.5,0.0,0.0
S798,Unspecified injury of hip and thigh,206.0,64.0,23.0,105.0,14.0,0,37.0,169.0,0.1796116504854369,1.4,0.0,0.0
S799,Contusion of knee,94.0,27.0,4.0,51.0,12.0,0,16.0,78.0,0.1702127659574468,2.0,0.0,0.0
S800,Contusion of other and unspecified parts of lower leg,17.0,8.0,1.0,7.0,1.0,0,2.0,15.0,0.11764705882352941,0.9,0.0,0.0
S801,Other superficial injuries of lower leg,139.0,47.0,4.0,82.0,6.0,0,10.0,129.0,0.07194244604316546,1.7,0.0,0.0
S808,"Superficial injury of lower leg, unspecified",354.0,73.0,57.0,213.0,11.0,0,68.0,286.0,0.192090395480226,1.7,0.0,0.0
S809,Open wound of knee,229.0,59.0,8.0,157.0,5.0,0,13.0,216.0,0.056768558951965066,2.4,0.0,0.0
S810,Multiple open wounds of lower leg,12.0,4.0,0.0,7.0,1.0,0,1.0,11.0,0.08333333333333333,2.0,0.0,0.0
S817,Open wound of other parts of lower leg,56.0,14.0,2.0,37.0,3.0,0,5.0,51.0,0.08928571428571429,2.5,0.0,0.0
S818,"Open wound of lower leg, part unspecified",922.0,164.0,8.0,732.0,18.0,0,26.0,896.0,0.028199566160520606,4.4,0.0,0.39426006528835694
S819,Fracture of patella,2294.0,570.0,98.0,1548.0,78.0,0,176.0,2118.0,0.07672188317349608,2.4,0.0,0.37910772578890095
S820,Fracture of upper end of tibia,4156.0,920.0,74.0,3071.0,91.0,0,165.0,3991.0,0.039701636188642926,3.2,0.0,0.2583786724700762
S821,Fracture of shaft of tibia,4406.0,842.0,73.0,3348.0,143.0,0,216.0,4190.0,0.04902405810258738,3.8,0.0,0.24523939064200218
S822,Fracture of lower end of tibia,2978.0,471.0,86.0,2370.0,51.0,0,137.0,2841.0,0.04600402955003358,4.3,0.0,0.2642002176278564
S823,Fracture of fibula alone,2233.0,602.0,370.0,1060.0,201.0,0,571.0,1662.0,0.2557098074339454,1.3,0.0,0.5794069640914037
S824,Fracture of medial malleolus,714.0,179.0,86.0,414.0,35.0,0,121.0,593.0,0.16946778711484595,1.7,0.0,0.6648531011969532
S825,Fracture of lateral malleolus,2493.0,780.0,191.0,1281.0,241.0,0,432.0,2061.0,0.17328519855595667,1.6,0.0,0.4983949945593036
S826,Multiple fractures of lower leg,37.0,4.0,1.0,32.0,0.0,0,1.0,36.0,0.02702702702702703,6.4,0.0,0.0
S827,Fractures of other parts of lower leg,13961.0,3934.0,388.0,9391.0,248.0,0,636.0,13325.0,0.045555475968770145,2.2,0.0,0.23958106637649618
S828,"Fracture of lower leg, part unspecified",80.0,13.0,4.0,61.0,2.0,0,6.0,74.0,0.075,3.7,0.0,0.0
S829,Dislocation of patella,1840.0,522.0,112.0,1133.0,73.0,0,185.0,1655.0,0.10054347826086957,1.9,0.0,0.4559303590859631
S830,Dislocation of knee,1772.0,466.0,146.0,1110.0,50.0,0,196.0,1576.0,0.11060948081264109,1.9,0.0,0.46964091403699676
S831,"Tear of meniscus, current",3717.0,1145.0,28.0,2367.0,177.0,0,205.0,3512.0,0.05515200430454668,2.2,0.0,0.3264689880304679
S832,"Tear of articular cartilage of knee, current",14.0,3.0,0.0,10.0,1.0,0,1.0,13.0,0.07142857142857142,3.7,0.0,0.0
S833,Sprain and strain involving (fibular)(tibial) collateral ligament of knee,739.0,266.0,21.0,422.0,30.0,0,51.0,688.0,0.06901217861975643,1.6,0.0,0.5826169749727965
S834,Sprain and strain involving (anterior)(posterior) cruciate ligament of knee,8964.0,1940.0,208.0,6580.0,236.0,0,444.0,8520.0,0.049531459170013385,3.2,0.0,0.22339499455930356
S835,Sprain and strain of other and unspecified parts of knee,1220.0,388.0,139.0,581.0,112.0,0,251.0,969.0,0.20573770491803278,1.3,0.0,0.6328346028291622
S836,Injury to multiple structures of knee,264.0,124.0,1.0,136.0,3.0,0,4.0,260.0,0.015151515151515152,1.1,0.0,0.0
S837,Injury of tibial nerve at lower leg level,10.0,3.0,0.0,7.0,0.0,0,0.0,10.0,0.0,2.3,0.0,0.0
S840,Injury of peroneal nerve at lower leg level,54.0,19.0,1.0,33.0,1.0,0,2.0,52.0,0.037037037037037035,1.7,0.0,0.0
S841,Injury of cutaneous sensory nerve at lower leg level,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
S842,Injury of multiple nerves at lower leg level,5.0,2.0,0.0,1.0,2.0,0,2.0,3.0,0.4,1.5,0.0,0.0
S847,Injury of popliteal artery,3.0,1.0,0.0,2.0,0.0,0,0.0,3.0,0.0,2.0,0.0,0.0
S850,Injury of (anterior)(posterior) tibial artery,3.0,2.0,0.0,1.0,0.0,0,0.0,3.0,0.0,0.5,0.0,0.0
S851,Injury of Achilles tendon,6235.0,1445.0,280.0,4342.0,168.0,0,448.0,5787.0,0.07185244587008821,2.6,0.0,0.2851741022850925
S860,Injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level,287.0,122.0,12.0,142.0,11.0,0,23.0,264.0,0.08013937282229965,1.1,0.0,0.0
S861,Injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level,100.0,12.0,0.0,87.0,1.0,0,1.0,99.0,0.01,7.3,0.0,0.0
S862,Injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level,58.0,18.0,1.0,36.0,3.0,0,4.0,54.0,0.06896551724137931,2.1,0.0,0.0
S863,Injury of multiple muscles and tendons at lower leg level,3.0,2.0,0.0,1.0,0.0,0,0.0,3.0,0.0,0.5,0.0,0.0
S867,Injury of other muscles and tendons at lower leg level,88.0,21.0,0.0,66.0,1.0,0,1.0,87.0,0.011363636363636364,3.2,0.0,0.0
S868,Injury of unspecified muscle and tendon at lower leg level,106.0,29.0,8.0,69.0,0.0,0,8.0,98.0,0.07547169811320754,1.9,0.0,0.0
S869,Crushing injury of knee,16.0,5.0,1.0,6.0,4.0,0,5.0,11.0,0.3125,1.7,0.0,0.0
S870,Crushing injury of other and unspecified parts of lower leg,13.0,3.0,1.0,9.0,0.0,0,1.0,12.0,0.07692307692307693,2.3,0.0,0.0
S878,Traumatic amputation at knee level,24.0,2.0,0.0,19.0,3.0,0,3.0,21.0,0.125,11.0,0.0,0.0
S880,Traumatic amputation at level between knee and ankle,257.0,30.0,4.0,178.0,45.0,0,49.0,208.0,0.19066147859922178,6.6,0.0,0.0
S881,Other specified injuries of lower leg,2631.0,534.0,29.0,2042.0,26.0,0,55.0,2576.0,0.02090459901178259,3.7,0.0,0.2600652883569097
S898,Unspecified injury of lower leg,8085.0,2413.0,1750.0,3636.0,286.0,0,2036.0,6049.0,0.2518243661100804,0.9,0.0,0.5102829162132753
S899,Contusion of ankle,6.0,3.0,0.0,3.0,0.0,0,0.0,6.0,0.0,1.0,0.0,0.0
S900,Contusion of toe(s) without damage to nail,9.0,2.0,1.0,5.0,1.0,0,2.0,7.0,0.2222222222222222,2.0,0.0,0.0
S901,Contusion of toe(s) with damage to nail,7.0,3.0,0.0,2.0,2.0,0,2.0,5.0,0.2857142857142857,1.3,0.0,0.0
S902,Contusion of other and unspecified parts of foot,22.0,7.0,1.0,11.0,3.0,0,4.0,18.0,0.18181818181818182,1.8,0.0,0.0
S903,Multiple superficial injuries of ankle and foot,18.0,1.0,0.0,17.0,0.0,0,0.0,18.0,0.0,17.0,0.0,0.0
S907,Other superficial injuries of ankle and foot,279.0,102.0,43.0,122.0,12.0,0,55.0,224.0,0.1971326164874552,0.9,0.0,0.0
S908,"Superficial injury of ankle and foot, unspecified",195.0,43.0,29.0,97.0,26.0,0,55.0,140.0,0.28205128205128205,1.7,0.0,0.0
S909,Open wound of ankle,88.0,18.0,5.0,65.0,0.0,0,5.0,83.0,0.056818181818181816,2.8,0.0,0.0
S910,Open wound of toe(s) without damage to nail,201.0,31.0,10.0,149.0,11.0,0,21.0,180.0,0.1044776119402985,3.9,0.0,0.0
S911,Open wound of toe(s) with damage to nail,58.0,15.0,5.0,28.0,10.0,0,15.0,43.0,0.25862068965517243,1.9,0.0,0.0
S912,Open wound of other parts of foot,375.0,61.0,10.0,287.0,17.0,0,27.0,348.0,0.072,4.3,0.0,0.0
S913,Multiple open wounds of ankle and foot,33.0,5.0,1.0,23.0,4.0,0,5.0,28.0,0.15151515151515152,4.5,0.0,0.0
S917,Fracture of calcaneus,1019.0,296.0,73.0,616.0,34.0,0,107.0,912.0,0.10500490677134446,1.8,0.0,0.5496735582154516
S920,Fracture of talus,607.0,124.0,74.0,385.0,24.0,0,98.0,509.0,0.1614497528830313,2.1,0.0,0.6564744287268771
S921,Fracture of other tarsal bone(s),639.0,185.0,109.0,290.0,55.0,0,164.0,475.0,0.2566510172143975,1.2,0.0,0.7680359085963004
S922,Fracture of metatarsal bone,4529.0,1230.0,971.0,1912.0,416.0,0,1387.0,3142.0,0.306248620004416,1.1,0.0,0.5588955386289445
S923,Fracture of great toe,755.0,157.0,248.0,270.0,80.0,0,328.0,427.0,0.43443708609271525,0.9,0.0,0.8310119695321001
S924,Fracture of other toe,1520.0,393.0,450.0,464.0,213.0,0,663.0,857.0,0.4361842105263158,0.8,0.0,0.7328890097932534
S925,Multiple fractures of foot,114.0,8.0,32.0,64.0,10.0,0,42.0,72.0,0.3684210526315789,1.9,0.0,0.0
S927,"Fracture of foot, unspecified",1413.0,320.0,67.0,924.0,102.0,0,169.0,1244.0,0.11960368011323426,2.7,0.0,0.46792709466811755
S929,Dislocation of ankle joint,87.0,30.0,3.0,54.0,0.0,0,3.0,84.0,0.034482758620689655,1.6,0.0,0.0
S930,Dislocation of toe(s),120.0,38.0,20.0,54.0,8.0,0,28.0,92.0,0.23333333333333334,1.1,0.0,0.0
S931,Rupture of ligaments at ankle and foot level,47.0,15.0,1.0,31.0,0.0,0,1.0,46.0,0.02127659574468085,1.9,0.0,0.0
S932,Dislocation of other and unspecified parts of foot,161.0,39.0,0.0,112.0,10.0,0,10.0,151.0,0.062111801242236024,3.1,0.0,0.0
S933,Sprain and strain of ankle,4994.0,1689.0,453.0,2542.0,310.0,0,763.0,4231.0,0.1527833400080096,1.3,0.0,0.45171381936887917
S934,Sprain and strain of toe(s),38.0,9.0,4.0,15.0,10.0,0,14.0,24.0,0.3684210526315789,1.9,0.0,0.0
S935,Sprain and strain of other and unspecified parts of foot,222.0,75.0,45.0,87.0,15.0,0,60.0,162.0,0.2702702702702703,0.8,0.0,0.0
S936,Injury of lateral plantar nerve,6.0,1.0,0.0,4.0,1.0,0,1.0,5.0,0.16666666666666666,5.0,0.0,0.0
S940,Injury of deep peroneal nerve at ankle and foot level,13.0,2.0,0.0,11.0,0.0,0,0.0,13.0,0.0,5.5,0.0,0.0
S942,Injury of cutaneous sensory nerve at ankle and foot level,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0
S943,Injury of multiple nerves at ankle and foot level,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
S947,Injury of other nerves at ankle and foot level,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
S948,Injury of unspecified nerve at ankle and foot level,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
S949,Injury of muscle and tendon of long flexor muscle of toe at ankle and foot level,4.0,2.0,0.0,2.0,0.0,0,0.0,4.0,0.0,1.0,0.0,0.0
S960,Injury of muscle and tendon of long extensor muscle of toe at ankle and foot level,28.0,6.0,1.0,19.0,2.0,0,3.0,25.0,0.10714285714285714,3.0,0.0,0.0
S961,Injury of intrinsic muscle and tendon at ankle and foot level,2.0,2.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
S962,Injury of other muscles and tendons at ankle and foot level,48.0,17.0,1.0,27.0,3.0,0,4.0,44.0,0.08333333333333333,1.7,0.0,0.0
S968,Injury of unspecified muscle and tendon at ankle and foot level,65.0,16.0,4.0,43.0,2.0,0,6.0,59.0,0.09230769230769231,2.3,0.0,0.0
S969,Crushing injury of ankle,5.0,1.0,0.0,4.0,0.0,0,0.0,5.0,0.0,4.0,0.0,0.0
S970,Crushing injury of toe(s),118.0,40.0,12.0,37.0,29.0,0,41.0,77.0,0.3474576271186441,1.3,0.0,0.0
S971,Crushing injury of other parts of ankle and foot,77.0,16.0,6.0,55.0,0.0,0,6.0,71.0,0.07792207792207792,2.5,0.0,0.0
S978,Traumatic amputation of foot at ankle level,9.0,0.0,0.0,6.0,3.0,0,3.0,6.0,0.3333333333333333,0.0,0.0,0.0
S980,Traumatic amputation of one toe,115.0,3.0,1.0,102.0,9.0,0,10.0,105.0,0.08695652173913043,27.8,0.0,0.0
S981,Traumatic amputation of two or more toes,9.0,2.0,0.0,7.0,0.0,0,0.0,9.0,0.0,3.5,0.0,0.0
S982,Traumatic amputation of other parts of foot,15.0,1.0,0.0,13.0,1.0,0,1.0,14.0,0.06666666666666667,14.0,0.0,0.0
S983,"Traumatic amputation of foot, level unspecified",11.0,0.0,0.0,11.0,0.0,0,0.0,11.0,0.0,0.0,0.0,0.0
S984,Multiple injuries of ankle and foot,3.0,2.0,1.0,0.0,0.0,0,1.0,2.0,0.3333333333333333,0.0,0.0,0.0
S997,Other specified injuries of ankle and foot,46.0,27.0,0.0,18.0,1.0,0,1.0,45.0,0.021739130434782608,0.7,0.0,0.0
S998,Unspecified injury of ankle and foot,6376.0,1456.0,2268.0,2469.0,183.0,0,2451.0,3925.0,0.3844102885821832,0.7,0.0,0.5943144722524483
S999,Superficial injuries involving head with neck,5.0,0.0,0.0,5.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0
T000,Superficial injuries involving multiple regions of lower limb(s),3.0,1.0,0.0,2.0,0.0,0,0.0,3.0,0.0,2.0,0.0,0.0
T003,"Multiple superficial injuries, unspecified",25.0,10.0,0.0,11.0,4.0,0,4.0,21.0,0.16,1.5,0.0,0.0
T009,Open wounds involving head with neck,2.0,0.0,0.0,2.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
T010,Open wounds involving multiple regions of upper limb(s),1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
T012,Open wounds involving multiple regions of lower limb(s),9.0,1.0,0.0,8.0,0.0,0,0.0,9.0,0.0,8.0,0.0,0.0
T013,"Multiple open wounds, unspecified",40.0,12.0,0.0,27.0,1.0,0,1.0,39.0,0.025,2.3,0.0,0.0
T019,Fractures involving thorax with lower back and pelvis,4.0,3.0,0.0,0.0,1.0,0,1.0,3.0,0.25,0.3,0.0,0.0
T021,Fractures involving multiple regions of one upper limb,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
T022,Fractures involving multiple regions of one lower limb,1.0,0.0,1.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0
T023,Fractures involving multiple regions of both upper limbs,49.0,24.0,2.0,22.0,1.0,0,3.0,46.0,0.061224489795918366,0.9,0.0,0.0
T024,Fractures involving multiple regions of both lower limbs,20.0,6.0,0.0,12.0,2.0,0,2.0,18.0,0.1,2.3,0.0,0.0
T025,Fractures involving multiple regions of upper limb(s) with lower limb(s),14.0,3.0,0.0,11.0,0.0,0,0.0,14.0,0.0,3.7,0.0,0.0
T026,Fractures involving thorax with lower back and pelvis with limb(s),13.0,6.0,1.0,4.0,2.0,0,3.0,10.0,0.23076923076923078,0.9,0.0,0.0
T027,Fractures involving other combinations of body regions,2.0,0.0,0.0,2.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
T028,"Multiple fractures, unspecified",67.0,33.0,0.0,32.0,2.0,0,2.0,65.0,0.029850746268656716,1.0,0.0,0.0
T029,"Dislocations, sprains and strains involving head with neck",3.0,1.0,0.0,1.0,1.0,0,1.0,2.0,0.3333333333333333,2.0,0.0,0.0
T030,"Dislocations, sprains and strains involving multiple regions of upper limb(s)",3.0,1.0,0.0,2.0,0.0,0,0.0,3.0,0.0,2.0,0.0,0.0
T032,"Dislocations, sprains and strains involving multiple regions of lower limb(s)",14.0,2.0,0.0,10.0,2.0,0,2.0,12.0,0.14285714285714285,6.0,0.0,0.0
T033,Crushing injuries involving multiple regions of upper limb(s),3.0,1.0,0.0,2.0,0.0,0,0.0,3.0,0.0,2.0,0.0,0.0
T042,Crushing injuries involving multiple regions of lower limb(s),5.0,2.0,0.0,3.0,0.0,0,0.0,5.0,0.0,1.5,0.0,0.0
T043,Traumatic amputation of both legs [any level],10.0,1.0,0.0,9.0,0.0,0,0.0,10.0,0.0,9.0,0.0,0.0
T055,Injuries of nerves and spinal cord involving other multiple body regions,6.0,4.0,0.0,1.0,1.0,0,1.0,5.0,0.16666666666666666,0.5,0.0,0.0
T061,Injuries of nerves involving multiple body regions,24.0,6.0,0.0,17.0,1.0,0,1.0,23.0,0.041666666666666664,3.0,0.0,0.0
T062,Injuries of muscles and tendons involving multiple body regions,9.0,6.0,0.0,2.0,1.0,0,1.0,8.0,0.1111111111111111,0.5,0.0,0.0
T064,Unspecified multiple injuries,138.0,53.0,2.0,75.0,8.0,0,10.0,128.0,0.07246376811594203,1.5,0.0,0.0
T07X,"Fracture of spine, level unspecified",682.0,253.0,75.0,232.0,122.0,0,197.0,485.0,0.28885630498533726,1.1,0.0,0.7857181719260065
T08X,"Superficial injury of trunk, level unspecified",2.0,1.0,0.0,1.0,0.0,0,0.0,2.0,0.0,1.0,0.0,0.0
T090,"Dislocation, sprain and strain of unspecified joint and ligament of trunk",3.0,2.0,0.0,1.0,0.0,0,0.0,3.0,0.0,0.5,0.0,0.0
T092,"Injury of spinal cord, level unspecified",366.0,88.0,9.0,198.0,71.0,0,80.0,286.0,0.2185792349726776,2.8,0.0,0.0
T093,"Injury of unspecified nerve, spinal nerve root and plexus of trunk",3.0,2.0,0.0,1.0,0.0,0,0.0,3.0,0.0,0.5,0.0,0.0
T094,"Unspecified injury of trunk, level unspecified",3.0,3.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0
T099,"Fracture of upper limb, level unspecified",114.0,19.0,13.0,74.0,8.0,0,21.0,93.0,0.18421052631578946,2.6,0.0,0.0
T10X,"Superficial injury of upper limb, level unspecified",6.0,5.0,1.0,0.0,0.0,0,1.0,5.0,0.16666666666666666,0.0,0.0,0.0
T110,"Open wound of upper limb, level unspecified",77.0,24.0,0.0,50.0,3.0,0,3.0,74.0,0.03896103896103896,2.2,0.0,0.0
T111,"Dislocation, sprain and strain of unspecified joint and ligament of upper limb, level unspecified",66.0,21.0,4.0,35.0,6.0,0,10.0,56.0,0.15151515151515152,1.6,0.0,0.0
T112,"Injury of unspecified nerve of upper limb, level unspecified",29.0,9.0,1.0,18.0,1.0,0,2.0,27.0,0.06896551724137931,1.9,0.0,0.0
T113,"Injury of unspecified blood vessel of upper limb, level unspecified",1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
T114,"Injury of unspecified muscle and tendon of upper limb, level unspecified",57.0,14.0,0.0,42.0,1.0,0,1.0,56.0,0.017543859649122806,3.1,0.0,0.0
T115,"Traumatic amputation of upper limb, level unspecified",5.0,2.0,0.0,2.0,1.0,0,1.0,4.0,0.2,1.5,0.0,0.0
T116,"Other specified injuries of upper limb, level unspecified",5.0,3.0,0.0,1.0,1.0,0,1.0,4.0,0.2,0.7,0.0,0.0
T118,"Unspecified injury of upper limb, level unspecified",95.0,32.0,11.0,45.0,7.0,0,18.0,77.0,0.18947368421052632,1.2,0.0,0.0
T119,"Fracture of lower limb, level unspecified",1005.0,204.0,121.0,633.0,47.0,0,168.0,837.0,0.16716417910447762,2.1,0.0,0.5791621327529924
T12X,"Superficial injury of lower limb, level unspecified",56.0,16.0,0.0,35.0,5.0,0,5.0,51.0,0.08928571428571429,2.5,0.0,0.0
T130,"Open wound of lower limb, level unspecified",346.0,56.0,0.0,286.0,4.0,0,4.0,342.0,0.011560693641618497,5.2,0.0,0.0
T131,"Dislocation, sprain and strain of unspecified joint and ligament of lower limb, level unspecified",424.0,34.0,150.0,206.0,34.0,0,184.0,240.0,0.4339622641509434,1.3,0.0,0.893063112078346
